Country,Continent,Year,Inventory,Exports,Consumption,Government,Household,Imports,Population,Education,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Calories from animal protein (FAO (2017)),Calories from plant protein (FAO (2017)),Calories from fat (FAO (2017)),Calories from carbohydrates (FAO (2017)),Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Smoking,Obesity,Sanitation,Lifetime
Australia,Asia_Pacific,2004,154.33924305851824,6155.738862820683,25337.980225764877,5918.639585309627,19419.3406404552,7079.508925085256,20127400,11.8,70,6690,1582,137,0,210,250,15,145,783,77,46587,3113,621,443,2381,3,117,42,39058,0,3475,2777,51,108,1828,7605,1584,4599,121,11,263.6,142.4,1206.09,1439.91,0.43,1.23,1.02,6.04,2.33,5.25,1.84,19.4,58.6,0.9876037143396564,80.7512
Australia,Asia_Pacific,2005,-101.73573544196805,7422.5149432925555,27688.782683671965,6521.796093069312,21166.986590602653,8100.216480195099,20394800,11.7,55,6954,1614,137,0,205,254,14,117,805,73,45600,2998,651,454,2358,4,123,42,39704,0,3532,2884,49,106,1784,7538,1600,4648,127,11,280.32,139.32,1235.34,1444.02,0.43,1.24,1.04,6.1,2.33,5.29,1.82,18.9,59.2,0.9893089414948908,81.1126
Australia,Asia_Pacific,2006,44.24028350107634,7986.935589864141,29282.629096637585,6856.443542800864,22426.18555383672,8636.933044658734,20697900,11.9,53,7268,1668,137,0,202,308,18,132,787,76,45433,2938,658,467,2370,4,136,44,40546,0,3648,3065,48,106,1755,7660,1623,4750,113,11,280.56,137.84,1290.78,1446.82,0.43,1.24,1.06,6.11,2.33,5.28,1.83,18.299999,59.7,0.991621613786906,81.2822
Australia,Asia_Pacific,2007,187.98342755988975,9536.412538187837,34946.23569373615,8155.724683619908,26790.51101011619,10741.129584311106,20827600,12,51,7568,1742,138,0,204,300,14,123,757,78,45949,2910,652,483,2465,5,148,46,41904,0,3820,3298,48,107,1752,7969,1687,4945,114,11,292.92,140.4,1295.37,1469.31,0.43,1.24,1.06,6.12,2.35,5.26,1.85,17.700001,60.2,1,81.2603
Australia,Asia_Pacific,2008,-116.48912970346508,11443.408934685309,36010.45716861976,8750.658686389183,27259.798482230577,11338.091076993393,21249200,12.3,50,7836,1809,138,0,206,327,12,95,720,80,46128,2828,648,496,2556,5,156,46,43049,0,3934,3487,49,108,1739,8245,1742,5099,115,12,276.92,148.88,1269,1504.2,0.43,1.24,1.07,6.14,2.36,5.22,1.87,17.200001,60.7,1,81.4589
Australia,Asia_Pacific,2009,-114.0479824406538,9268.016530178871,34703.988482793415,8420.746446252622,26283.242036540752,9749.736223980832,21691700,12.3,49,8064,1837,137,0,207,339,18,101,693,80,45219,2803,649,503,2610,6,167,77,43523,2,3942,3608,48,107,1711,8342,1780,5186,266,12,272.2,141.12,1292.58,1499.1,0.43,1.23,1.08,6.16,2.37,5.18,1.89,16.799999,61.2,1,81.7661
Australia,Asia_Pacific,2010,266.17402459069797,12643.49516182246,42777.159324753186,10505.026484984126,32272.132839769063,12073.675405753604,22031750,12.4,49,8346,1882,139,0,206,326,19,83,700,79,44759,2911,638,510,2667,5,179,43,44010,10,3906,3699,47,110,1665,8566,1823,5303,108,11,278.96,136.2,1313.1,1484.74,0.43,1.23,1.09,6.16,2.38,5.15,1.9,16.4,61.7,1,82.055
Australia,Asia_Pacific,2011,216.64219095399136,14872.03391677681,50198.83988081794,12452.585748407431,37746.25413241042,15044.211821735778,22340024,12.5,48,8687,1948,138,0,197,311,19,103,738,80,44991,3055,608,511,2687,34,197,41,44902,11,3900,3862,46,110,1617,8894,1866,5457,126,11,287.44,136.08,1337.4,1476.08,0.43,1.23,1.09,6.15,2.38,5.11,1.92,16.299999,62.2,1,82.1336
Australia,Asia_Pacific,2012,25.9154626625287,13963.743175359145,51359.66470613081,12483.282518337171,38876.38218779372,14870.647731661891,22733465,12.6,48,8948,1983,136,0,193,318,19,74,766,77,44416,3192,575,514,2716,8,207,38,45387,1,3803,4016,44,111,1568,9104,1888,5546,104,10,281.16,136.88,1371.33,1467.63,0.43,1.23,1.1,6.12,2.37,5.07,1.95,16.299999,62.7,1,82.3456
Austria,Europe,2000,51.71485628133963,10647.769212307232,17953.27062736274,4721.215632852191,13232.05499451056,10320.558035255615,8011566,9,36,2974,688,4,0,86,70,3,48,166,68,36313,1192,179,307,1578,14,8,21,20150,0,1555,1093,20,1,912,2608,2045,3477,54,4,259.4,164.72,1431.18,1870.7,0.3,0.99,0.52,6.3,1.04,3.69,3.09,30.4,47.5,1,78.2358
Austria,Europe,2001,67.52273837766916,10947.941080860446,17933.652101887732,4656.238300511459,13277.4138013763,10531.188313959963,8042293,9.2,37,3001,713,4,0,83,73,5,50,165,63,34918,1160,180,321,1535,0,11,23,19938,0,1640,1239,20,1,872,2669,2035,3478,53,4,259.44,168.12,1445.94,1854.5,0.3,0.99,0.53,6.3,1.06,3.66,3.1,31.1,47.9,1,78.7192
Austria,Europe,2002,16.709176375892742,11965.65325525559,19110.085545053505,4973.97094816941,14136.114596884145,10991.224953660829,8081957,9.4,39,3046,766,5,0,83,73,2,53,167,61,34394,1164,173,332,1527,18,16,23,20079,0,1796,1429,22,1,844,2819,2085,3588,52,4,257.84,166.36,1388.52,1839.28,0.3,0.99,0.54,6.32,1.1,3.62,3.11,31.6,48.4,1,78.8469
Austria,Europe,2003,65.09438944995169,14361.325121582142,23542.113237944508,6115.554032645781,17426.559205298752,13474.11893027478,8121423,9.6,39,3069,795,6,0,83,57,2,50,184,57,33519,1206,183,354,1502,21,21,38,20229,0,2064,1594,22,1,825,2948,2131,3639,51,3,240.4,167.96,1361.52,1839.12,0.3,0.99,0.55,6.33,1.14,3.58,3.12,31.5,48.8,1,78.8496
Austria,Europe,2004,154.35737430766108,17257.9715970507,26790.04125230636,6956.388137537234,19833.65311476908,16174.604331916336,8171966,9.8,36,3088,781,6,0,79,68,3,56,192,55,32114,1182,177,369,1473,5,26,28,20105,0,2266,1692,22,1,788,2935,2089,3576,51,3,236.88,165.08,1400.4,1803.64,0.3,0.99,0.56,6.35,1.17,3.55,3.13,31.1,49.3,1,79.3632
Austria,Europe,2005,266.52159341287353,18671.04413379532,28093.498021975905,7429.390494624451,20664.107527351505,17439.98597985155,8227829,9.9,37,3197,796,7,0,78,73,3,65,197,55,31829,1186,168,377,1455,27,33,32,20113,0,2395,1799,24,1,751,2965,2059,3560,50,3,242.2,168.56,1370.34,1858.9,0.3,0.99,0.56,6.36,1.19,3.52,3.13,30.5,49.7,1,79.521
Austria,Europe,2006,421.3041522724266,20658.59713643161,29448.31867630847,7825.259657466928,21623.059018841548,19197.82281098103,8268641,10.1,37,3254,802,7,0,74,76,2,43,201,54,31069,1139,156,393,1420,17,41,34,20028,5,2404,1887,27,1,709,2932,1985,3464,47,3,236.36,169.48,1460.7,1852.46,0.3,0.99,0.57,6.38,1.18,3.49,3.13,29.799999,50.2,1,79.9655
Austria,Europe,2007,647.7320511798788,24626.536980935536,33153.691272458746,8782.566197539481,24371.12507491929,22570.38410557427,8295487,11.6,36,3335,820,8,0,72,70,3,59,205,52,30852,1104,149,411,1414,9,52,37,20212,9,2372,2003,28,1,679,2944,1977,3455,47,3,242.16,172.52,1464.93,1857.39,0.3,0.99,0.58,6.4,1.17,3.45,3.14,29.4,50.6,1,80.1672
Austria,Europe,2008,387.7430936188505,27535.34857481948,36764.95336595739,9965.750206968854,26799.20315898848,25247.64812777967,8321496,11.5,38,3408,835,8,0,68,67,2,47,210,52,30517,1056,148,434,1404,17,59,36,20392,7,2337,2138,28,1,647,2920,1945,3400,71,3,237.2,169.92,1456.74,1853.14,0.3,0.99,0.59,6.43,1.16,3.42,3.13,29.200001,51,1,80.3639
Austria,Europe,2009,-110.35674628366804,21681.608237261345,35570.12272467469,9920.208837116244,25649.91388755847,20073.690513458965,8343323,11.7,37,3513,857,8,0,68,73,2,40,213,53,30688,1026,148,448,1439,15,67,49,20779,1,2316,2293,29,1,628,2963,1985,3429,46,3,239.92,169.52,1510.38,1803.18,0.3,0.99,0.6,6.45,1.15,3.39,3.13,29.200001,51.4,1,80.207
Austria,Europe,2010,225.19195647518285,24020.445269048225,34672.35594003399,9602.406854086124,25069.9490859479,22378.29370086917,8363404,11.8,37,3686,872,9,0,65,69,2,45,211,52,30655,999,149,456,1449,24,73,40,20897,0,2247,2467,30,2,599,2969,1957,3383,45,3,242.16,164.84,1532.52,1784.48,0.3,0.99,0.6,6.47,1.14,3.38,3.12,29.200001,51.8,1,80.4643
Austria,Europe,2011,470.5600752968173,27716.107210993723,37645.672409433406,10221.853580016368,27423.818829417076,26280.406731802697,8391643,11.8,35,3845,896,9,0,63,71,3,41,207,54,30832,978,139,468,1447,1,80,40,21138,0,2214,2642,30,2,567,2986,1923,3336,44,3,243.08,170,1495.62,1826.3,0.3,0.99,0.61,6.48,1.15,3.38,3.08,29.200001,52.2,1,80.8285
Austria,Europe,2012,377.3154946841331,26213.77059000988,35610.07973651372,9645.880551721952,25964.199184791774,24856.218530178383,8429991,11.8,34,4004,924,10,0,62,68,2,39,193,54,31298,968,128,482,1448,13,93,48,21473,0,2213,2870,30,2,543,3059,1910,3312,44,3,243.64,170.12,1508.94,1816.3,0.3,0.99,0.61,6.49,1.16,3.39,3,29.299999,52.6,1,80.841
Azerbaijan,Europe,2000,-16.13410518395547,263.1664165358174,521.2010213022787,99.24835099390192,421.95267030837783,251.41434542764085,8048600,10.6,210,803,167,77,1,430,506,53,47,21,1385,29825,5303,2750,242,233,42,803,138,7267,13,1310,660,93,59,678,1837,2572,3401,486,50,71.64,197.04,335.25,1678.07,0.28,0.55,0.1,2.67,0.44,2.82,2.58,20.299999,43.7,0.6963181174365728,64.8905
Azerbaijan,Europe,2001,-15.514762313108912,292.01377292224333,528.7595145669864,96.02737697891791,432.7321375880683,262.5860283641878,8111200,10.6,195,798,173,67,1,370,441,47,51,25,1336,30409,4860,2758,227,266,1,666,139,7307,7,1368,681,83,50,660,1683,2599,3430,472,52,68.88,206.92,349.47,1745.73,0.28,0.55,0.1,2.68,0.44,2.82,2.58,20.200001,44.2,0.7179589949699181,65.5101
Azerbaijan,Europe,2002,3.788795680919413,326.36509772384926,574.663382115265,94.65695521765429,480.0064268976108,381.93829683102194,8171950,10.6,179,783,183,61,1,365,396,44,54,26,1286,31522,4627,2849,217,284,1,542,141,7510,5,1433,724,79,45,656,1609,2640,3477,458,54,72.24,211.28,370.8,1806.68,0.28,0.55,0.1,2.68,0.44,2.83,2.56,20.200001,44.7,0.7401966482907997,66.2392
Azerbaijan,Europe,2003,2.5596356848005004,371.2090012449812,639.3648440497334,109.48316112668428,529.8816829230493,579.2195881518127,8234100,10.6,170,771,198,57,1,358,371,43,57,28,1262,33123,4508,2995,213,314,1,444,148,7811,15,1498,812,77,42,672,1595,2701,3551,455,57,76.44,215.96,417.42,1844.18,0.29,0.55,0.1,2.68,0.44,2.84,2.55,20.200001,45.3,0.762717115410306,66.7563
Azerbaijan,Europe,2004,2.9279311776967316,509.8520491773322,718.0536825035081,134.80734175470656,583.2463407488016,759.9145228139253,8306500,10.6,153,759,210,54,1,359,358,45,60,28,1220,34169,4407,3118,204,345,1,375,158,8025,8,1528,929,76,39,680,1600,2755,3603,451,59,76.56,224.4,450.9,1887.14,0.29,0.55,0.1,2.69,0.44,2.85,2.53,20.299999,45.8,0.7845590802383675,67.3461
Azerbaijan,Europe,2005,3.5670030303596585,993.4418545826416,829.321902433125,164.49807967923638,664.8238227538885,834.9686068769448,8391850,10.7,147,749,225,51,1,368,350,48,63,29,1159,35441,4284,3159,202,373,0,304,156,8348,24,1564,1008,81,37,710,1639,2790,3626,455,55,85.36,242.28,450.36,2059,0.29,0.55,0.11,2.69,0.45,2.85,2.53,20.5,46.4,0.8053269541281124,67.5619
Azerbaijan,Europe,2006,3.917958335155347,1644.619076241816,1128.7281785552102,211.18718851010837,917.540990045102,958.4750799911864,8484550,10.7,132,750,242,46,1,353,330,47,64,29,1018,36206,4098,3207,192,392,0,252,148,8587,5,1574,1086,81,33,704,1652,2801,3608,440,50,85.2,261.6,444.6,2214.6,0.29,0.55,0.11,2.69,0.45,2.85,2.54,20.700001,47,0.8254899788438986,68.1653
Azerbaijan,Europe,2007,4.834448759378276,2623.869904328074,1658.4467829749224,372.0488557884458,1286.3979271864753,1098.1260238156317,8581300,10.2,118,739,253,42,1,345,304,47,57,29,870,36255,3877,3197,178,416,0,214,139,8834,12,1570,1174,82,29,697,1638,2824,3597,425,45,87.64,263.4,432,2235.96,0.29,0.55,0.12,2.69,0.45,2.84,2.58,21,47.7,0.8454185263305094,68.6032
Azerbaijan,Europe,2008,6.402616807702707,3666.671704015553,2337.4134566220187,473.55753859487874,1863.8559180271352,1308.1476670297372,8763400,10.2,116,744,266,40,1,344,316,46,44,31,838,36982,3764,3153,187,410,0,189,139,9190,35,1630,1195,83,28,717,1679,2812,3588,428,42,91.08,265.2,444.51,2225.21,0.29,0.55,0.12,2.69,0.45,2.84,2.62,21.299999,48.3,0.8571759819248237,68.8112
Azerbaijan,Europe,2009,6.396311450592858,2556.174631030296,2667.2757799221167,550.6528907715818,2116.622889150535,1143.952492888748,8947243,10.7,113,765,280,38,1,341,325,46,40,32,805,37685,3651,3085,192,406,0,172,138,9484,8,1671,1222,83,26,725,1716,2811,3587,429,38,103.92,253.56,475.74,2161.78,0.29,0.55,0.13,2.69,0.46,2.83,2.66,21.6,48.9,0.8691211359745119,69.3556
Azerbaijan,Europe,2010,-6.260784735076867,3173.1170633679103,2935.840201891724,635.8205297547958,2300.0196721369284,1208.4415336014408,9054332,10.7,111,785,293,37,1,345,340,47,42,33,789,38294,3575,3031,197,408,3,159,137,9740,20,1710,1248,84,25,740,1753,2815,3593,435,36,113.6,242.28,512.19,2104.93,0.3,0.55,0.14,2.69,0.46,2.83,2.69,21.9,49.6,0.8889924734370244,69.5291
Azerbaijan,Europe,2011,6.488255291978944,4056.995595686488,3406.9828538181387,728.1617061404542,2678.8211476776946,1731.3840222653305,9173082,10.7,99,819,308,35,1,336,343,46,36,34,777,39148,3471,2943,202,406,0,153,137,10022,21,1745,1272,85,24,750,1804,2838,3624,432,34,118.72,247.96,521.1,2151.22,0.3,0.55,0.14,2.69,0.46,2.84,2.68,22.200001,50.2,0.9082148180949434,69.9835
Azerbaijan,Europe,2012,-10.379026905929903,3970.908891557247,3747.7050424892186,789.0114345651706,2958.693607924044,1895.5827530384204,9295784,10.7,93,832,319,34,0,327,353,44,30,34,757,39799,3350,2833,205,398,0,146,141,10263,16,1790,1291,85,23,745,1847,2850,3639,429,31,116.56,249.72,525.24,2163.48,0.3,0.56,0.14,2.68,0.46,2.85,2.65,22.4,50.9,0.927421291200398,70.3598
Barbados,America,2000,13.627560209346951,4871.994136517489,9529.770046149144,1525.7208731874584,8004.049172961685,5334.77465001418,271511,9,5,78,18,9,0,12,28,1,69,1,2,748,128,34,6,13,0,5,0,534,0,245,73,1,6,34,45,34,84,5,0,185.76,136.52,817.56,1662.16,0.3,0.98,0.25,4.45,1.18,3.21,1.41,6.5,42.1,0.9058122875316286,74.0891
Barbados,America,2001,-82.02530514433346,4592.761675486433,9699.961762460824,1543.7037145772017,8156.258047883624,5088.001937657343,272494,9,4,78,18,8,0,11,27,2,63,1,2,722,131,32,5,12,0,5,0,540,0,233,75,1,6,31,45,33,83,5,0,191.6,148.48,782.28,1712.64,0.3,0.98,0.25,4.45,1.18,3.22,1.41,6.4000001,42.8,0.9109117998928415,74.2467
Barbados,America,2002,-28.529450704585933,4429.400599071768,9690.490324515496,1663.1739100222,8027.316414493294,5054.256591435249,273423,9.1,4,79,19,8,0,11,28,2,52,1,2,732,140,32,6,12,0,5,0,567,0,247,80,1,6,31,47,34,86,5,0,193.12,148.52,776.34,1688.02,0.3,0.98,0.25,4.45,1.18,3.22,1.4,6.4000001,43.5,0.9160092603767788,74.3656
Barbados,America,2003,-10.572438040177742,5025.862917424571,9733.994862046216,2262.5951861072936,7471.39967593892,5514.323937141628,274331,9.1,4,80,20,8,0,12,31,2,39,1,2,745,150,32,6,13,1,5,0,589,0,259,85,1,6,32,49,35,88,5,0,192.28,150.68,774.09,1720.95,0.3,0.98,0.25,4.45,1.18,3.23,1.38,6.3000002,44.1,0.9211099000842048,74.4717
Barbados,America,2004,16.71025272174453,5216.086718031989,10776.947054485749,2210.997409938137,8565.94964454761,6301.333536760352,275283,9.2,4,80,21,8,0,11,34,2,39,1,2,733,153,30,6,13,1,5,0,606,0,265,87,0,6,31,51,36,89,5,0,189.36,144.92,771.39,1664.33,0.3,0.98,0.25,4.45,1.18,3.24,1.37,6.3000002,44.8,0.926206848951806,74.7268
Barbados,America,2005,17.552272727272726,6194.629415170816,12008.773147075854,2308.0124493341054,9700.760697741747,7298.603068905617,276320,9.2,4,80,20,8,0,11,35,2,38,1,2,705,151,30,6,13,0,5,0,599,0,261,85,0,5,30,49,36,89,5,0,208.48,150.2,814.77,1714.55,0.3,0.98,0.25,4.45,1.18,3.24,1.37,6.1999998,45.4,0.93130790387956,74.8901
Barbados,America,2006,18.199837823227316,6986.935759978376,12957.203351653305,2205.0635192359673,10752.139832417335,7683.034507613298,277475,9.2,3,80,21,8,0,11,36,2,37,1,2,709,148,29,6,13,0,5,0,606,0,260,85,0,5,29,50,37,90,4,0,198.2,149.96,789.75,1700.09,0.3,0.98,0.25,4.46,1.18,3.24,1.37,6.1999998,46.1,0.9364050815388774,75.0683
Barbados,America,2007,20.631429381308283,7333.665828253218,13781.974230447684,2182.625824808666,11599.34840563902,7951.711691023714,278701,9.3,3,80,21,8,0,11,33,2,34,1,2,711,147,28,6,13,0,5,0,616,0,261,85,0,5,28,50,37,90,4,0,213.88,148.24,815.67,1728.21,0.3,0.98,0.25,4.47,1.18,3.23,1.39,6.0999999,46.7,0.9415036185733098,75.3424
Barbados,America,2008,24.469004736627777,7466.975773899252,14510.477020568253,2277.046287498303,12233.430733069948,8692.747887092512,279946,9.3,3,81,21,7,0,10,35,2,30,1,2,707,144,27,6,13,0,5,0,623,0,258,85,0,5,27,50,37,90,4,0,200.4,146.76,822.15,1714.69,0.3,0.98,0.26,4.48,1.17,3.22,1.41,6.0999999,47.3,0.9466004157944746,75.4471
Barbados,America,2009,30.77120100175378,6776.601080727268,13867.139558957975,2518.969645010619,11348.16991394736,7275.699288882881,281107,9.3,3,81,21,7,0,11,29,2,31,1,2,696,136,27,6,13,0,4,0,624,0,248,87,0,5,27,48,36,89,4,0,197.2,146.84,833.94,1731.02,0.3,0.98,0.26,4.49,1.17,3.22,1.42,6.0999999,47.9,0.9517016652022184,75.678
Barbados,America,2010,30.305071048555455,6249.933541510858,14456.28094750311,2476.8281401193062,11979.452807383805,7706.52640085634,282131,9.4,3,83,21,7,0,11,31,2,31,1,2,706,136,26,6,13,0,4,0,640,0,245,92,0,5,27,49,36,90,4,0,200.6,145.28,821.07,1742.05,0.3,0.98,0.26,4.49,1.17,3.21,1.43,6.0999999,48.6,0.9568002098316032,75.7115
Barbados,America,2011,33.74713326053847,6243.219653199617,14837.006646948446,2545.7883224317725,12291.218324516674,8009.025149565175,282987,9.9,3,84,22,6,0,10,34,2,30,1,2,720,138,25,6,13,0,4,0,652,0,248,95,0,4,29,49,36,90,4,0,195.4,148.56,795.15,1752.89,0.3,0.98,0.26,4.5,1.17,3.22,1.43,6.0999999,49.2,0.9618993098622904,75.9166
Barbados,America,2012,34.36753167100226,6384.253678207107,14852.589725694224,2472.400228411903,12380.18949728232,7789.973845427179,283698,10.5,3,86,22,6,0,10,32,2,28,1,2,728,139,23,7,13,0,4,0,660,0,245,99,0,4,28,50,37,91,4,0,198.96,149.24,784.35,1779.45,0.3,0.98,0.26,4.51,1.16,3.23,1.43,6,49.8,0.9669965949707084,76.0987
Belarus,Europe,2000,1.8778088922514609,675.7319663245027,826.4368458178726,202.23449471470627,624.2023511031664,712.0306728573252,9979610,8.9,128,2445,468,65,0,1739,1422,21,171,236,660,77258,1471,439,2705,4097,0,34,840,21802,0,706,325,809,34,2369,5566,1560,3267,1038,30,178.88,168.12,869.76,1776.24,0.29,0.56,0.11,3.76,0.96,4.37,3.06,28.6,52.2,0.981290451230058,69.1801
Belarus,Europe,2001,13.649370723069907,851.4723442555735,1020.1057091006552,266.74600457513174,753.3597045255243,906.9188749744428,9928549,9,126,2484,499,66,0,1778,1417,16,155,275,733,81407,1503,399,2790,4231,0,31,883,22301,0,698,362,846,34,2410,5503,1804,3582,1066,30,191.92,161.92,939.24,1752.92,0.29,0.56,0.11,3.76,0.96,4.38,3.06,27.9,52.7,0.9803852506544511,68.864
Belarus,Europe,2002,2.6261148371517935,945.4746474963724,1234.4811713579825,309.4209119133605,925.0602594446178,996.7300704698956,9865548,9.1,126,2502,537,59,0,1641,1598,18,204,382,822,86298,1551,370,2816,4389,4,25,919,22427,11,708,455,858,30,2471,5372,2176,4046,1016,30,189.76,155.48,921.69,1714.07,0.29,0.56,0.11,3.76,0.96,4.38,3.05,27.1,53.1,0.980128422668462,68.4835
Belarus,Europe,2003,22.06697570129162,1185.129091746864,1479.5833699516952,386.897578884435,1092.6857905696368,1255.2084624207787,9796749,9.1,117,2523,542,54,0,1451,1424,19,252,410,826,84745,1477,353,2763,4255,3,21,902,21498,9,632,481,801,27,2377,4818,2282,4115,994,27,184.8,156.72,844.02,1635.46,0.29,0.56,0.11,3.76,0.97,4.39,3.04,26.4,53.6,0.9803223497917524,68.939
Belarus,Europe,2004,80.94533485227159,1614.5676558917924,1830.5009107069511,487.3627689144561,1343.1381417924972,1765.9214799823046,9730146,9.2,109,2567,553,54,0,1390,1362,18,245,384,803,83463,1453,341,2669,4127,0,18,992,21153,0,586,469,738,28,2292,4492,2400,4268,923,26,183.6,165.24,857.43,1694.73,0.29,0.56,0.11,3.76,0.97,4.39,3.02,25.9,54.1,0.9808264953064424,69.4064
Belarus,Europe,2005,61.41905796870151,1869.32241558563,2354.646409071179,646.2487555126261,1708.3976540389997,1847.0877376361443,9663915,9.3,105,2621,579,55,0,1380,1349,19,262,383,842,85238,1494,340,2630,4210,0,16,1100,21422,0,558,498,707,28,2300,4268,2683,4639,930,27,195.52,160.88,925.38,1705.22,0.29,0.56,0.11,3.76,0.97,4.39,3,25.5,54.5,0.982126084511298,69.4163
Belarus,Europe,2006,98.30808876988168,2311.2896562221313,2817.5691752514126,735.1401941621568,2082.4289806037823,2471.856636194779,9604924,10,97,2678,586,52,0,1265,1259,19,282,361,807,83208,1441,342,2551,3970,0,14,1099,20793,0,503,504,626,27,2151,3853,2785,4737,874,27,200.6,163.36,1010.88,1709.16,0.29,0.56,0.12,3.76,0.96,4.37,2.98,25.200001,55,0.9836665027229784,69.9876
Belarus,Europe,2007,130.20948453151271,2885.946191485598,3451.8948930905008,872.4163842540466,2579.478509323809,3182.758236645186,9560953,10.6,89,2709,581,49,0,1136,1112,19,309,354,752,79921,1354,343,2478,3617,3,12,1029,19925,12,453,506,543,25,1971,3447,2850,4765,808,27,205,163.04,1065.15,1752.81,0.29,0.56,0.12,3.76,0.96,4.33,2.95,25.1,55.5,0.9845936906080388,70.762200000000007
Belarus,Europe,2008,280.9810220499329,3885.505141866901,4531.90751030433,1047.9647622588711,3483.942748536726,4377.99870912852,9527985,11.3,79,2778,595,46,0,1072,1298,18,326,318,729,80064,1363,327,2426,3594,5,11,1156,20080,12,425,509,465,24,1882,3173,2968,4932,789,25,202.48,160.96,1071.99,1764.57,0.29,0.56,0.12,3.76,0.96,4.29,2.92,25.1,55.9,0.9852984655202542,70.9218
